School Division/Independent School,Code,School Name,Year,SE,Nursery,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Total
St. James-Assiniboia,1307,Lincoln Middle School,2013,0,0,0,0,0,0,0,0,126,132,123,0,0,0,0,381
St. James-Assiniboia,1452,Linwood School,2013,0,0,30,32,29,40,35,27,0,0,0,0,0,0,0,193
St. James-Assiniboia,1409,Ness Middle School,2013,0,0,0,0,0,0,0,0,52,39,52,0,0,0,0,143
St. James-Assiniboia,1197,Phoenix School,2013,0,0,29,22,31,32,22,24,0,0,0,0,0,0,0,160
St. James-Assiniboia,1655,Sansome School,2013,0,0,41,48,42,53,50,61,0,0,0,0,0,0,0,295
St. James-Assiniboia,1781,St. James Collegiate,2013,0,0,0,0,0,0,0,0,0,0,0,90,116,125,122,453
St. James-Assiniboia,1506,Stevenson School,2013,0,0,46,35,37,50,46,40,0,0,0,0,0,0,0,254
St. James-Assiniboia,1895,Strathmillan School,2013,0,0,43,53,57,51,54,65,0,0,0,0,0,0,0,323
St. James-Assiniboia,1252,Voyageur School,2013,0,0,30,32,23,35,32,45,0,0,0,0,0,0,0,197
St. James-Assiniboia,1076,Westwood Collegiate,2013,0,0,0,0,0,0,0,0,0,0,0,144,147,153,171,615
Sunrise,1027,Anola School,2013,0,0,22,18,17,11,14,13,17,16,27,0,0,0,0,155
Sunrise,1361,Centennial School,2013,0,0,34,28,36,28,32,30,36,0,0,0,0,0,0,224
Sunrise,1749,École Beauséjour Early Years,2013,0,0,67,61,68,72,73,80,0,0,0,0,0,0,0,421
Sunrise,1888,École Dugald School,2013,0,0,43,63,46,40,58,44,56,48,48,0,0,0,0,446
Sunrise,1360,École Edward-Schreyer School,2013,18,0,0,0,0,0,0,0,75,86,93,110,102,96,95,675
Sunrise,1266,Gillis School,2013,0,0,36,31,35,28,22,32,21,17,27,0,0,0,0,249
Sunrise,1094,Grafton School,2013,0,0,0,1,1,2,2,1,2,5,4,5,3,2,4,32
Sunrise,1881,Gross Colony School,2013,0,0,3,0,4,2,3,4,0,3,0,0,0,3,0,22
Sunrise,1531,Hazelridge School,2013,0,0,4,13,8,12,15,12,0,0,0,0,0,0,0,64
Sunrise,2106,Heartland Colony School,2013,0,0,3,5,1,4,1,11,3,5,3,4,6,3,2,51
Sunrise,1809,Hofer School,2013,0,0,0,4,0,4,4,2,4,4,2,5,0,0,9,38
Sunrise,1012,Lac Du Bonnet Senior,2013,13,0,0,0,0,0,0,0,0,28,35,30,36,31,36,209
Sunrise,1190,Oak Bank Elementary,2013,0,0,57,71,66,80,74,86,0,0,0,0,0,0,0,434
Sunrise,1677,Powerview School,2013,3,0,33,31,28,24,26,27,22,31,38,46,31,38,48,426
Sunrise,1082,Reynolds Elementary,2013,0,0,1,1,1,1,0,1,2,0,0,0,0,0,0,7
Sunrise,1352,Richland School,2013,0,0,2,0,3,1,0,2,3,3,2,3,0,5,0,24
Sunrise,1485,Springfield Collegiate,2013,13,0,0,0,0,0,0,0,0,0,0,155,145,122,151,586
Sunrise,1296,Springfield Middle School,2013,0,0,0,0,0,0,0,0,100,108,94,0,0,0,0,302
Sunrise,1692,Springwell School,2013,0,0,0,3,3,2,2,0,4,4,4,1,3,0,2,28
Sunrise,1699,Whitemouth School,2013,3,0,11,10,6,10,14,6,17,11,22,11,16,19,16,172
Swan Valley,1487,Benito School,2013,0,11,6,7,11,7,7,8,13,6,12,0,0,0,0,88
Swan Valley,1515,Birch River School,2013,0,3,6,8,5,3,11,2,13,6,10,0,0,0,0,67
Swan Valley,1097,Bowsman School,2013,0,5,13,8,7,11,11,10,12,10,8,0,0,0,0,95
Swan Valley,1390,École Swan River South School,2013,0,34,17,16,6,9,9,9,42,64,67,0,0,0,0,273
Swan Valley,1193,Heyes Elementary,2013,0,0,28,28,16,26,17,17,18,0,0,0,0,0,0,150
Swan Valley,2153,Minitonas Early Years School,2013,0,12,13,16,10,22,21,0,0,0,0,0,0,0,0,94
Swan Valley,1535,Minitonas Middle Years School,2013,0,0,0,0,0,0,0,10,18,13,15,6,0,0,0,62
Swan Valley,1576,Swan Valley Regional Secondary School,2013,0,0,0,0,0,0,0,0,0,0,0,118,140,108,148,514
Swan Valley,1085,Taylor Elementary,2013,0,0,44,33,50,37,39,35,0,0,0,0,0,0,0,238
Turtle Mountain,1521,Boissevain School,2013,0,0,36,27,26,18,39,27,24,28,26,38,30,36,35,390
Turtle Mountain,2238,Can Am Colony School,2013,0,0,1,3,2,1,4,1,0,2,3,5,0,2,2,26
Turtle Mountain,1098,Holmfield Colony School,2013,0,0,8,5,2,1,4,1,0,1,0,3,0,0,3,28
Turtle Mountain,1828,Killarney School,2013,0,0,23,44,31,35,32,27,30,30,34,36,37,47,54,460
Turtle Mountain,1376,Mayfair Colony School,2013,0,0,4,5,7,6,6,6,4,5,3,5,3,0,2,56
Turtle Mountain,1471,Minto School,2013,0,0,3,5,5,4,3,7,6,3,0,0,0,0,0,36
Turtle Mountain,1844,Wellwood School,2013,0,0,2,1,3,0,3,0,3,2,1,2,3,1,2,23
Turtle River,1613,Alonsa School,2013,0,0,8,9,7,8,9,10,16,7,17,16,14,6,14,141
Turtle River,1860,École Laurier,2013,0,0,9,6,4,3,5,5,5,3,4,0,0,0,0,44
Turtle River,1063,Glenella School,2013,0,0,7,5,14,3,13,6,6,9,7,9,6,18,10,113
Turtle River,1623,Grass River School,2013,0,0,3,4,3,2,5,3,6,5,2,2,1,0,0,36
Turtle River,1222,McCreary School,2013,0,0,12,12,14,9,13,11,11,17,10,10,4,7,5,135
Turtle River,1900,Parkview School,2013,0,0,4,2,4,1,3,2,2,1,3,3,3,0,1,29
Turtle River,1335,Ste. Rose School,2013,0,0,10,14,11,17,16,17,16,21,16,26,29,18,20,231
Western,1919,Maple Leaf Elementary School,2013,0,0,82,64,83,78,88,0,0,0,0,0,0,0,0,395
Western,2029,Minnewasta School,2013,0,0,60,58,48,37,43,0,0,0,0,0,0,0,0,246
Western,1428,Morden Collegiate,2013,0,0,0,0,0,0,0,0,0,0,0,129,124,131,174,558
Western,1885,Morden Middle School,2013,0,0,0,0,0,0,0,112,137,120,145,0,0,0,0,514
Winnipeg,1061,Andrew Mynarski V.C. School,2013,1,0,0,0,0,0,0,0,0,149,138,123,0,0,0,411
Winnipeg,1060,Argyle Alternative High School,2013,0,0,0,0,0,0,0,0,0,0,0,0,27,43,59,129
Winnipeg,1891,Brock-Corydon School,2013,0,10,34,30,40,20,33,31,23,0,0,0,0,0,0,221
Winnipeg,1272,Carpathia School,2013,0,25,24,24,28,32,25,39,23,0,0,0,0,0,0,220
Winnipeg,1113,Cecil Rhodes School,2013,1,45,54,50,46,45,46,52,60,77,89,71,0,0,0,636
Winnipeg,1853,Champlain School,2013,0,26,27,29,34,19,24,38,37,0,0,0,0,0,0,234
Winnipeg,2050,Children of the Earth High School,2013,0,0,0,0,0,0,0,0,0,0,0,77,60,42,49,228
Winnipeg,1715,Churchill High,2013,26,0,0,0,0,0,0,0,0,61,59,69,81,77,87,460
Winnipeg,1541,Clifton School,2013,0,20,28,21,23,28,25,27,32,0,0,0,0,0,0,204
Winnipeg,2076,Collège Churchill,2013,0,0,0,0,0,0,0,0,0,32,25,25,19,21,17,139
Winnipeg,1701,Daniel McIntyre Collegiate Institute,2013,15,0,0,0,0,0,0,0,0,0,0,39,277,323,515,1169
Winnipeg,1775,David Livingstone School,2013,0,38,49,49,39,42,36,47,33,20,30,0,0,0,0,383
Winnipeg,1767,Dufferin School,2013,0,34,46,44,34,32,30,23,21,0,0,0,0,0,0,264
Winnipeg,1022,Earl Grey School,2013,0,19,28,25,20,21,27,36,21,12,18,0,0,0,0,227
Winnipeg,1920,École La Vérendrye,2013,0,53,57,53,54,36,35,35,23,0,0,0,0,0,0,346
Winnipeg,1744,École Lansdowne,2013,0,57,57,68,54,51,46,43,39,28,27,0,0,0,0,470
Winnipeg,1046,École Sacré-Coeur,2013,0,51,60,72,51,54,49,44,32,39,38,0,0,0,0,490
Winnipeg,1759,École Sec. Kelvin High School,2013,3,0,0,0,0,0,0,0,0,0,0,302,334,332,365,1336
Winnipeg,1867,Elmwood High,2013,0,0,0,0,0,0,0,0,0,106,130,122,135,132,180,805
Winnipeg,1854,Faraday School,2013,19,22,27,40,29,39,29,38,41,0,0,0,0,0,0,284
Winnipeg,1436,Fort Rouge School,2013,0,10,13,20,17,13,13,11,10,0,0,0,0,0,0,107
Winnipeg,1166,Garden Grove School,2013,0,39,53,71,66,63,54,58,66,0,0,0,0,0,0,470
Winnipeg,1305,General Wolfe School,2013,0,0,0,0,0,0,0,0,0,165,157,125,0,0,0,447
Winnipeg,1830,George V School,2013,0,19,29,56,37,42,34,24,27,8,6,0,0,0,0,282
Winnipeg,1496,Gladstone School,2013,0,16,25,28,14,13,22,11,21,0,0,0,0,0,0,150
Winnipeg,1196,Glenelm School,2013,0,20,18,18,17,20,18,18,14,0,0,0,0,0,0,143
Winnipeg,1440,Gordon Bell High,2013,63,0,0,0,0,0,0,0,0,64,83,120,109,122,166,727
Winnipeg,1218,Grant Park High,2013,33,0,0,0,0,0,0,0,0,171,186,195,178,216,202,1181
Winnipeg,1431,Greenway School,2013,6,54,68,57,64,64,57,61,69,0,0,0,0,0,0,500
Winnipeg,1330,Grosvenor School,2013,0,14,15,20,26,20,26,28,28,0,0,0,0,0,0,177
Winnipeg,1001,Harrow School,2013,0,15,25,19,23,18,20,25,21,0,0,0,0,0,0,166
Winnipeg,1625,Hugh John Macdonald School,2013,0,0,0,0,0,0,0,0,0,99,104,91,0,0,0,294
Winnipeg,1397,Inkster School,2013,0,25,36,38,35,40,34,28,32,0,0,0,0,0,0,268
Winnipeg,1211,Interdivisional Student Services,2013,6,0,0,0,0,0,0,0,0,0,0,0,4,8,10,28
Winnipeg,1569,Isaac Brock School,2013,7,21,22,22,25,22,30,25,26,30,39,25,0,0,0,294
Winnipeg,1331,Isaac Newton School,2013,0,0,0,0,0,0,0,0,0,94,110,97,0,0,0,301
Winnipeg,1120,J. B. Mitchell School,2013,0,43,62,55,60,49,56,50,49,0,0,0,0,0,0,424
Winnipeg,1814,John M. King School,2013,0,37,37,42,49,38,43,38,37,0,0,0,0,0,0,321
Winnipeg,1665,Kent Road School,2013,0,18,31,34,44,42,38,33,39,0,0,0,0,0,0,279
Winnipeg,1210,King Edward Community School,2013,0,29,52,35,34,32,43,39,34,0,0,0,0,0,0,298
Winnipeg,1812,Laura Secord School,2013,0,32,64,79,83,70,69,69,69,0,0,0,0,0,0,535
Winnipeg,1695,Lord Nelson School,2013,0,55,48,51,43,54,55,72,76,0,0,0,0,0,0,454
Winnipeg,1392,Lord Roberts Community School,2013,0,34,30,30,26,34,25,32,38,0,0,0,0,0,0,249
Winnipeg,1137,Lord Selkirk School,2013,0,31,62,30,33,35,26,45,38,0,0,0,0,0,0,300
Winnipeg,1479,Luxton School,2013,8,27,32,32,38,24,25,27,24,0,0,0,0,0,0,237
Winnipeg,1822,Machray School,2013,5,27,31,34,34,33,27,28,27,0,0,0,0,0,0,246
Winnipeg,1966,Meadows West School,2013,0,45,57,52,51,59,56,57,73,74,80,0,0,0,0,604
Winnipeg,1306,Montcalm School,2013,0,0,0,0,0,0,0,0,0,0,2,1,4,2,0,9
Winnipeg,1745,Montrose School,2013,0,29,39,32,44,31,48,45,42,0,0,0,0,0,0,310
Winnipeg,1866,Mulvey School,2013,1,40,43,52,57,33,39,35,31,0,0,0,0,0,0,331
Winnipeg,2079,Niji Mahkwa School,2013,0,25,29,37,29,36,28,21,28,29,29,11,27,5,3,337
Winnipeg,1685,Norquay School,2013,0,21,32,22,32,22,27,30,23,0,0,0,0,0,0,209
Winnipeg,1025,Pinkham School,2013,0,17,24,30,29,17,29,21,27,0,0,0,0,0,0,194
Winnipeg,2077,Prairie Rose Elementary School,2013,0,13,19,14,17,22,31,32,27,0,0,0,0,0,0,175
Winnipeg,1293,Principal Sparling School,2013,4,23,24,27,24,22,30,31,27,0,0,0,0,0,0,212
Winnipeg,1675,Queenston School,2013,0,21,21,19,13,25,14,13,15,0,0,0,0,0,0,141
Winnipeg,1547,R.B. Russell Vocational School,2013,0,0,0,0,0,0,0,0,0,0,0,93,88,101,178,460
Winnipeg,1363,Ralph Brown School,2013,0,19,25,37,26,22,34,31,26,5,4,0,0,0,0,229
Winnipeg,1459,River Elm School,2013,0,27,33,33,30,30,33,28,37,0,0,0,0,0,0,251
Winnipeg,1297,River Heights School,2013,0,0,0,0,0,0,0,0,0,245,251,0,0,0,0,496
Winnipeg,1846,Riverview School,2013,0,25,45,41,47,45,45,38,38,0,0,0,0,0,0,324
Winnipeg,1921,Robert H. Smith School,2013,0,39,51,62,60,82,50,71,60,0,0,0,0,0,0,475
Winnipeg,1720,Robertson School,2013,43,37,51,48,54,51,54,68,60,0,0,0,0,0,0,466
Winnipeg,1419,Rockwood School,2013,0,13,14,22,22,31,37,34,28,0,0,0,0,0,0,201
Winnipeg,1537,Sargent Park School,2013,0,41,56,45,63,66,66,53,64,155,133,131,0,0,0,873
Winnipeg,1134,Shaughnessy Park School,2013,32,42,52,40,41,49,47,42,43,45,49,0,0,0,0,482
Winnipeg,1646,Sisler High School,2013,22,0,0,0,0,0,0,0,0,0,0,335,482,470,561,1870
Winnipeg,2018,Sister MacNamara School,2013,0,59,76,72,79,62,66,65,54,0,0,0,0,0,0,533
Winnipeg,1606,St. John's High,2013,128,0,0,0,0,0,0,0,0,123,143,177,164,145,136,1016
Winnipeg,1985,Stanley Knowles School,2013,0,42,78,86,82,80,54,76,88,228,247,0,0,0,0,1061
Winnipeg,1490,Strathcona School,2013,17,32,46,43,42,29,28,31,30,0,0,0,0,0,0,298
Winnipeg,1796,Tech-Vocational High,2013,12,0,0,0,0,0,0,0,0,0,0,105,369,329,482,1297
Winnipeg,1654,Tyndall Park Community School,2013,8,41,55,53,60,60,56,50,71,0,0,0,0,0,0,454
Winnipeg,1480,Victoria-Albert School,2013,7,44,50,57,34,42,40,46,47,0,1,0,0,0,0,368
Winnipeg,1251,Wellington School,2013,0,54,65,66,42,48,46,57,61,0,0,0,0,0,0,439
Winnipeg,1280,Weston School,2013,0,34,33,31,27,23,29,24,13,0,0,0,0,0,0,214
Winnipeg,1357,William Whyte School,2013,0,22,25,33,41,33,42,31,21,34,19,0,0,0,0,301
Winnipeg,1497,Winnipeg Adult Education Centre,2013,1,0,0,0,0,0,0,0,0,0,0,74,57,179,549,860
Winnipeg,1418,Wolseley School,2013,0,18,18,20,14,23,20,19,20,0,0,0,0,0,0,152
Whiteshell,1429,F. W. Gilbert School,2013,0,0,5,13,9,12,11,13,14,0,0,0,0,0,0,77
Whiteshell,1905,Pinawa Secondary School,2013,0,0,0,0,0,0,0,0,0,12,14,18,20,20,18,102
Beautiful Plains,2202,Acadia Colony School,2012,0,0,2,3,0,2,2,2,1,2,2,1,0,2,0,19
Beautiful Plains,1117,Brookdale School,2012,0,0,2,4,1,3,1,5,2,3,3,0,0,0,0,24
Beautiful Plains,1434,Carberry Collegiate,2012,0,0,0,0,0,0,0,51,39,45,40,39,38,37,43,332
Beautiful Plains,2098,Fairway Colony School,2012,0,0,2,3,1,3,2,0,1,0,0,0,0,1,0,13
Beautiful Plains,1292,Hazel M. Kellington School,2012,0,0,61,70,45,65,60,59,61,0,0,0,0,0,0,421
Beautiful Plains,1184,J. M. Young School,2012,0,0,3,2,5,0,4,2,6,1,6,0,0,0,0,29
Beautiful Plains,1573,Neepawa Area Collegiate,2012,0,0,0,0,0,0,0,0,0,55,63,80,75,63,82,418
Beautiful Plains,1645,R. J. Waugh Elementary,2012,0,0,40,31,34,43,43,0,0,0,0,0,0,0,0,191
Beautiful Plains,1574,Riverbend Colony School,2012,0,0,2,1,2,0,3,1,1,0,2,1,1,1,1,16
Beautiful Plains,1734,Riverside Colony School,2012,0,0,1,1,1,1,0,1,1,1,0,2,1,0,2,12
Beautiful Plains,2236,Rolling Acres School,2012,0,0,1,0,1,2,0,3,2,0,2,0,3,1,1,16
Beautiful Plains,1221,Spruce Woods School,2012,0,0,4,1,7,1,5,0,1,4,1,0,2,0,0,26
Beautiful Plains,2127,Twilight Colony School,2012,0,0,1,1,4,2,1,2,1,1,2,0,1,0,1,17
Beautiful Plains,1311,Willerton School,2012,0,0,7,2,4,3,2,4,2,4,0,4,0,0,0,32
Border Land,2086,Blue Clay Colony School,2012,0,0,0,1,2,0,3,2,5,2,3,4,4,5,1,32
Border Land,1730,École Elmwood School,2012,0,0,52,76,70,62,0,0,0,0,0,0,0,0,0,260
Border Land,1721,École Parkside School,2012,0,0,0,0,0,0,0,0,0,78,84,0,0,0,0,162
Border Land,1533,École West Park School,2012,0,0,0,0,0,0,66,65,76,0,0,0,0,0,0,207
Border Land,1177,Emerson Elementary,2012,0,0,8,14,9,4,3,6,8,5,5,0,0,0,0,62
Border Land,1380,Glenway Colony School,2012,0,0,3,2,2,4,3,4,4,3,2,2,2,3,2,36
Border Land,1786,Gretna Elementary,2012,0,0,21,27,16,21,18,16,11,27,23,0,0,0,0,180
Border Land,2122,Pineland Colony School,2012,0,0,4,1,0,3,4,1,4,2,3,2,0,0,0,24
Border Land,2123,Ridgeville Colony School,2012,0,0,1,1,0,2,1,0,1,1,1,0,2,2,0,12
Border Land,1658,Roseau Valley School,2012,0,0,10,16,14,15,13,20,12,16,18,35,42,33,21,265
Border Land,1344,Rosenfeld Elementary,2012,0,0,10,17,17,13,13,18,16,0,0,0,0,0,0,104
Border Land,1059,Ross L. Gray School,2012,0,0,9,12,13,14,13,9,10,11,9,9,12,5,13,139
Border Land,1551,Shevchenko School,2012,0,0,28,22,35,23,37,22,35,28,26,27,30,33,19,365
Border Land,1778,W. C. Miller Collegiate,2012,0,0,0,0,0,0,0,0,0,0,0,110,114,113,138,475
Brandon,1901,Alexander School,2012,0,0,8,17,8,10,10,9,10,7,7,0,0,0,0,86
Brandon,1325,Betty Gibson School,2012,0,0,38,30,28,35,32,31,42,31,0,0,0,0,0,267
Brandon,1302,Crocus Plains Regional Secondary,2012,30,0,0,0,0,0,0,0,0,0,0,287,276,289,335,1217
Brandon,1371,Earl Oxford School,2012,0,0,19,19,18,23,23,18,18,37,69,0,0,0,0,244
Brandon,1449,École Harrison,2012,0,0,42,48,36,44,39,24,29,32,28,0,0,0,0,322
Brandon,1007,George Fitton School,2012,0,0,52,34,58,61,51,51,45,51,55,0,0,0,0,458
Brandon,1112,Green Acres School,2012,0,0,21,28,22,20,23,18,22,16,18,0,0,0,0,188
Brandon,1270,J. R. Reid School,2012,0,0,39,27,28,28,36,22,25,35,33,0,0,0,0,273
Brandon,1660,King George School,2012,0,0,22,24,27,30,25,22,24,47,40,0,0,0,0,261
Brandon,1987,Kirkcaldy Heights School,2012,0,0,51,40,38,47,32,49,42,36,43,0,0,0,0,378
Brandon,1631,Linden Lanes School,2012,4,0,42,42,41,38,37,32,34,33,45,0,0,0,0,348
Brandon,1706,Meadows School,2012,0,0,43,57,51,40,49,61,44,43,57,0,0,0,0,445
Brandon,1758,Neelin High,2012,41,0,0,0,0,0,0,0,0,0,0,104,121,136,334,736
Brandon,1215,New Era School,2012,0,0,75,75,68,64,48,73,38,50,40,0,0,0,0,531
Brandon,1845,O'Kelly School,2012,0,0,41,32,35,33,25,24,16,18,12,0,0,0,0,236
Brandon,1604,Riverheights School,2012,23,0,41,41,34,34,41,41,42,45,48,0,0,0,0,390
Brandon,1603,Riverview School,2012,0,0,42,29,21,24,19,27,25,0,0,0,0,0,0,187
Brandon,1037,Spring Valley Colony School,2012,0,0,4,1,4,5,4,2,1,2,0,1,1,0,0,25
Brandon,1593,St. Augustine School,2012,0,0,20,25,23,25,25,25,25,25,25,0,0,0,0,218
Brandon,1700,Valleyview Centennial School,2012,0,0,23,24,22,23,21,24,22,0,0,0,0,0,0,159
Brandon,1880,Vincent Massey High,2012,0,0,0,0,0,0,0,0,0,0,0,212,190,210,220,832
Brandon,2048,Waverly Park School,2012,0,0,45,41,52,37,48,49,40,45,45,0,0,0,0,402
D.S.F.M.,2255,Centre scolaire Léo-Rémillard,2012,0,0,0,0,0,0,0,0,0,0,0,40,52,38,27,157
D.S.F.M.,1287,Collège Louis-Riel,2012,0,0,0,0,0,0,0,0,0,55,63,127,110,126,130,611
D.S.F.M.,1332,École Christine-Lespérance,2012,0,0,62,43,44,60,54,64,58,63,46,0,0,0,0,494
D.S.F.M.,2078,École communautaire Aurèle-Lemoine,2012,0,0,8,11,10,2,5,5,7,5,5,7,2,8,9,84
D.S.F.M.,2147,École communautaire Gilbert-Rosset,2012,0,0,5,3,3,3,1,4,2,2,5,3,3,6,1,41
D.S.F.M.,2267,École communautaire La Voie Du Nord,2012,0,0,16,16,8,9,8,6,6,3,5,1,0,0,0,78
D.S.F.M.,1870,École communautaire Réal-Bérard,2012,0,0,29,17,18,20,29,21,16,16,22,19,24,23,19,273
D.S.F.M.,2091,École communautaire Saint-Georges,2012,0,0,9,8,4,7,6,7,1,3,1,3,0,0,0,49
D.S.F.M.,1259,École Élém. Notre-Dame-De-Lourdes,2012,0,0,18,19,15,11,20,12,15,0,0,0,0,0,0,110
D.S.F.M.,2104,École Jours de Plaine,2012,0,0,13,3,7,1,2,3,0,5,2,2,5,0,0,43
D.S.F.M.,2231,École La Source,2012,0,0,14,15,13,11,9,7,10,1,6,2,2,0,1,91
D.S.F.M.,1180,École Lacerte,2012,0,0,49,49,44,53,43,42,50,42,45,0,0,0,0,417
D.S.F.M.,1770,École Lagimodière,2012,0,0,25,27,18,22,19,10,23,16,19,0,0,0,0,179
D.S.F.M.,1204,École Noël-Ritchot,2012,0,0,27,36,33,24,35,24,27,27,17,0,0,0,0,250
D.S.F.M.,1648,École Pointe-Des-Chênes,2012,0,0,24,25,15,18,18,24,39,20,32,20,21,25,19,300
D.S.F.M.,1887,École Précieux-Sang,2012,0,0,39,40,35,43,28,43,31,22,29,0,0,0,0,310
D.S.F.M.,1671,École régionale Notre-Dame,2012,5,0,0,0,0,0,0,0,0,20,12,15,13,16,17,98
D.S.F.M.,1152,École régionale Saint-Jean-Baptiste,2012,0,0,12,14,9,7,11,8,10,12,8,16,12,9,12,140
D.S.F.M.,2211,École Roméo-Dallaire,2012,0,0,25,22,19,12,12,5,12,4,9,0,0,0,0,120
D.S.F.M.,1319,École Sainte-Agathe,2012,0,0,12,9,8,11,9,9,10,9,9,4,0,0,0,90
D.S.F.M.,1399,École Saint-Joachim,2012,0,0,34,42,31,24,30,28,19,28,16,30,16,19,24,341
D.S.F.M.,1350,École Saint-Lazare,2012,0,0,4,12,4,6,2,8,4,6,10,10,6,3,14,89
D.S.F.M.,1808,École Taché,2012,0,0,55,55,45,55,51,41,48,0,0,0,0,0,0,350
D.S.F.M.,1557,École/Coll. rég. Gabrielle-Roy,2012,0,0,17,15,15,15,21,17,25,20,15,57,55,40,67,379
Evergreen,1587,Arborg Collegiate,2012,0,0,0,0,0,0,0,0,0,0,0,26,36,28,29,119
Evergreen,1423,Arborg Early/Middle Years School,2012,0,0,30,39,21,31,27,40,29,29,30,0,0,0,0,276
Evergreen,1300,Dr. George Johnson Middle School,2012,0,0,0,0,0,0,0,46,52,56,81,0,0,0,0,235
Evergreen,1368,Gimli High School,2012,0,0,0,0,0,0,0,0,0,0,0,73,80,70,89,312
Evergreen,1857,Riverton Collegiate,2012,0,0,0,0,0,0,0,0,0,0,26,29,34,25,30,144
Evergreen,2133,Riverton Early Middle Years School,2012,0,0,18,20,22,18,13,16,20,19,0,0,0,0,0,146
Evergreen,2212,Sigurbjorg Stefansson Early School,2012,0,0,45,38,46,45,45,0,0,0,0,0,0,0,0,219
Evergreen,1601,Winnipeg Beach School,2012,0,0,15,12,20,16,15,18,27,24,0,0,0,0,0,147
Flin Flon,1178,École McIsaac School,2012,0,0,47,57,39,49,41,45,42,48,51,0,0,0,0,419
Flin Flon,1865,Hapnot Collegiate,2012,0,0,0,0,0,0,0,0,0,0,0,56,83,66,103,308
Flin Flon,2085,Many Faces Education Centre,2012,0,0,0,0,0,0,0,0,0,0,0,0,2,7,61,70
Flin Flon,1736,Ruth Betts Community School,2012,0,0,35,23,25,21,29,25,23,39,19,0,0,0,0,239
Fort La Bosse,2121,Boundary Lane Colony School,2012,0,0,0,1,1,0,1,0,0,1,2,3,0,0,1,10
Fort La Bosse,1476,Elkhorn School,2012,0,0,12,13,19,8,15,11,11,9,12,13,9,22,16,170
Fort La Bosse,1224,Goulter School,2012,0,0,19,35,21,25,22,0,0,0,0,0,0,0,0,122
Fort La Bosse,1672,Kola School,2012,0,0,0,5,4,6,5,5,5,8,6,6,0,0,0,50
Fort La Bosse,1902,Mary Montgomery School,2012,0,0,29,23,30,33,29,0,0,0,0,0,0,0,0,144
Fort La Bosse,1711,Oak Lake Community School,2012,0,0,15,8,8,11,10,14,10,10,13,0,0,0,0,99
Fort La Bosse,1313,Plainview Colony School,2012,0,0,6,4,3,0,3,4,1,0,4,0,3,0,0,28
Fort La Bosse,1427,Reston School,2012,0,0,16,14,10,11,12,15,9,16,13,14,16,10,14,170
Fort La Bosse,1043,Virden Collegiate,2012,0,0,0,0,0,0,0,0,0,0,0,74,91,75,93,333
Fort La Bosse,1567,Virden Junior High,2012,0,0,0,0,0,0,0,59,61,45,61,0,0,0,0,226
Frontier,1680,Berens River School,2012,0,27,31,25,25,27,24,20,26,30,23,31,0,0,0,289
Frontier,1522,Brochet School,2012,1,13,12,13,15,6,14,15,10,15,14,12,0,0,0,140
Frontier,1934,Chan Kagha Otina Dakota Wayawa Tipi Sch.,2012,0,7,12,16,9,10,10,11,4,14,11,6,3,11,12,136
Frontier,1031,Cold Lake School,2012,0,0,2,0,2,0,1,4,1,2,0,0,0,0,0,12
Frontier,1839,Cormorant Lake School,2012,0,9,11,9,7,7,8,10,5,11,14,14,9,0,0,114
Frontier,1595,Cranberry Portage Elementary,2012,0,9,0,7,9,10,9,10,10,11,8,0,0,0,0,83
Frontier,1008,D. R. Hamilton School,2012,0,14,9,9,5,7,9,6,7,2,9,7,0,0,0,84
Frontier,1941,Disbrowe School,2012,0,0,1,2,0,2,0,0,0,0,1,1,0,0,0,7
Frontier,1788,Duck Bay School,2012,0,13,8,11,6,9,5,6,3,11,6,3,0,0,0,81
Frontier,1904,Duke of Marlborough School,2012,0,13,14,15,16,8,9,14,23,9,7,12,16,12,14,182
Frontier,1984,Falcon Beach School,2012,0,3,6,4,1,6,3,6,4,4,9,5,2,0,0,53
Frontier,1852,Frontier Collegiate Institute,2012,0,0,0,0,0,0,0,0,0,0,0,38,100,97,51,286
Frontier,1528,Frontier Mosakahiken School,2012,0,30,43,39,43,36,41,41,32,33,29,40,38,31,31,507
Frontier,1024,Gillam School,2012,0,39,33,40,32,33,31,21,28,29,23,51,20,28,15,423
Frontier,1278,Grand Rapids School,2012,0,37,34,26,22,27,24,22,22,28,20,32,23,18,9,344
Frontier,2021,Gypsumville School,2012,0,1,5,8,6,9,3,7,9,13,4,0,0,0,0,65
Frontier,2232,Helen Betty Osborne Ininiw Edu. Res. Ctr,2012,0,80,68,79,81,96,48,53,77,105,99,217,79,30,52,1164
Frontier,1925,Jack River School,2012,0,52,57,72,54,48,49,45,41,0,0,0,0,0,0,418
Frontier,1164,Joseph H. Kerr School,2012,0,7,5,11,10,4,7,13,4,9,16,10,14,10,14,134
Frontier,1279,Julie Lindal School,2012,0,5,6,4,3,4,3,2,1,0,4,0,0,0,0,32
Frontier,1303,Lakefront School,2012,0,5,0,3,4,2,5,0,1,3,2,0,0,0,0,25
Frontier,1811,Leaf Rapids Education Centre,2012,0,17,20,9,16,21,8,17,8,13,9,19,6,5,8,176
